customer_id,customer_name,phone_number,message
1,Joe Deleon,9043212432,INR 6658.57 credited to your HDFC Bank A/c XX5552 on 05-Jun-24. Avl bal INR 99884.14
1,Joe Deleon,9043212432,INR 5558.98 credited to your HDFC Bank A/c XX5552 on 21-May-24. Avl bal INR 38033.44
1,Joe Deleon,9043212432,INR 2654.17 credited to your HDFC Bank A/c XX5552 on 26-May-24. Avl bal INR 34278.66
1,Joe Deleon,9043212432,INR 4981.72 credited to your HDFC Bank A/c XX5552 on 01-Jun-24. Avl bal INR 72044.01
1,Joe Deleon,9043212432,INR 17264.89 credited to your HDFC Bank A/c XX5552 on 30-May-24. Avl bal INR 62016.13
1,Joe Deleon,9043212432,INR 2779.72 debited from your HDFC Bank A/c XX5552 on 03-Jun-24. Avl bal INR 42460.26
1,Joe Deleon,9043212432,INR 14475.58 debited from your HDFC Bank A/c XX5552 on 21-May-24. Avl bal INR 96077.34
1,Joe Deleon,9043212432,INR 7576.56 debited from your HDFC Bank A/c XX5552 on 28-May-24. Avl bal INR 37708.54
1,Joe Deleon,9043212432,INR 4927.76 debited from your HDFC Bank A/c XX5552 on 27-May-24. Avl bal INR 29750.08
1,Joe Deleon,9043212432,INR 3138.23 debited from your HDFC Bank A/c XX5552 on 02-Jun-24. Avl bal INR 74401.22
1,Joe Deleon,9043212432,INR 1477.04 debited from your HDFC Bank A/c XX5552 on 22-May-24. Avl bal INR 62119.10
1,Joe Deleon,9043212432,INR 7219.97 debited from your HDFC Bank A/c XX5552 on 31-May-24. Avl bal INR 72350.98
1,Joe Deleon,9043212432,INR 1899.59 debited from your HDFC Bank A/c XX5552 on 16-May-24. Avl bal INR 65443.75
1,Joe Deleon,9043212432,INR 7685.16 debited from your HDFC Bank A/c XX5552 on 21-May-24. Avl bal INR 11280.93
1,Joe Deleon,9043212432,INR 14478.39 debited from your HDFC Bank A/c XX5552 on 16-May-24. Avl bal INR 21182.13
1,Joe Deleon,9043212432,INR 9554.97 debited from your HDFC Bank A/c XX5552 on 25-May-24. Avl bal INR 88437.30
1,Joe Deleon,9043212432,INR 5082.02 debited from your HDFC Bank A/c XX5552 on 26-May-24. Avl bal INR 45556.40
1,Joe Deleon,9043212432,INR 5543.76 debited from your HDFC Bank A/c XX5552 on 11-Jun-24. Avl bal INR 55286.06
1,Joe Deleon,9043212432,INR 2469.93 debited from your HDFC Bank A/c XX5552 on 06-Jun-24. Avl bal INR 30058.20
1,Joe Deleon,9043212432,INR 13779.13 debited from your HDFC Bank A/c XX5552 on 06-Jun-24. Avl bal INR 33705.23
1,Joe Deleon,9043212432,Update! INR 81545.87 deposited in HDFC Bank A/c XX5552 on 20-May-24 for FT- Salary May 24-XXXXXXXXXX6599 - DATAEAZE SYSTEMS PRIVATE LTD -.Avl bal INR 384307.14
1,Joe Deleon,9043212432,"Greetings, Your SIP of 26/05/2024 for Rs.3081.17 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 23.052.subject to realisation.Mirae Asset MF"
1,Joe Deleon,9043212432,EMI of Rs. 47643 for Loan A/c H402HHL1435405 is due on 17 May 2024. Ensure HDFC Bank A/c XX5552 has funds to avoid charges. -Bajaj Housing Finance Ltd
1,Joe Deleon,9043212432,Spent Rs.1853 On HDFC Bank Card 1347 At SNYDER PLC. On 2024-06-03:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808
1,Joe Deleon,9043212432,Rs.6092.69 credited to HDFC Bank A/c XX5552 on 13-06-24 from VPA 9879169243@axl (UPI 762893947796)
1,Joe Deleon,9043212432,"Alert! Premium of Rs. 40491.30 due on 25/05/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your HDFC Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966."
1,Joe Deleon,9043212432,INR 15842.73 credited to your HDFC Bank A/c XX5552 on 25-Jun-24. Avl bal INR 84411.61
1,Joe Deleon,9043212432,INR 13536.24 credited to your HDFC Bank A/c XX5552 on 07-Jul-24. Avl bal INR 40735.98
1,Joe Deleon,9043212432,INR 2570.57 credited to your HDFC Bank A/c XX5552 on 27-Jun-24. Avl bal INR 53507.48
